,bn,school_year,start_date,overall_rating,indicator_1_1,indicator_1_2,indicator_1_3,indicator_1_4,indicator_1_5,indicator_1_6,indicator_1_7,indicatoroverall_1,indicator_2_1,indicator_2_2,indicator_2_3,indicator_2_4,indicator_2_5,indicator_2_6,indicator_2_7,indicatoroverall_2,indicator_3_1,indicator_3_2,indicator_3_3,indicator_3_4,indicator_3_5,indicator_3_6,indicator_3_7,indicator_3_8,indicatoroverall_3,indicator_4_1,indicator_4_2,indicator_4_3,indicator_4_4,indicator_4_5,indicator_4_6,indicator_4_7,indicatoroverall_4,indicator_5_1,indicator_5_2,indicator_5_3,indicator_5_4,indicator_5_5,indicator_5_6,indicator_5_7,indicatoroverall_5
347,Q680,2006-07-01T00:00:00.000,2006-11-27T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,U,P,WD,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,WD,WD,WD,WD,WD,P,WD,U,P,U,U,No Data,No Data,No Data,U
348,Q025,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
349,Q041,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
350,Q059,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,P,U,U,U,P,No Data,No Data,No Data,U,P,U,U,P,P,No Data,No Data,P,U,P,P,U,P,P,P,P,P,P,P,WD,P,WD,P,P,P,U,U,U,U,No Data,No Data,No Data,U
351,Q116,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,P,WD,P,P,WD,No Data,No Data,No Data,WD,P,P,WD,P,P,No Data,No Data,P,P,WD,WD,P,P,P,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,U,P,P,No Data,No Data,No Data,P
352,Q160,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,P,WD,WD,P,WD,No Data,No Data,No Data,WD,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,WD,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
353,Q172,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,P,P,P,P,WD,No Data,No Data,No Data,P,WD,P,P,WD,WD,No Data,No Data,WD,WD,P,P,P,P,P,WD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
354,Q173,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
355,Q175,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
356,Q190,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,U,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,U,P,P,P,P,P,P,P,U,P,P,P,No Data,No Data,No Data,P
357,Q203,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
358,Q208,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,P,WD,P,WD,WD,No Data,No Data,No Data,WD
359,Q470,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,U,P,P,P,P,No Data,No Data,P,P,U,P,P,P,U,WD,P,P,P,P,WD,P,P,P,P,P,P,U,P,P,No Data,No Data,No Data,P
360,Q496,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
361,Q525,2006-07-01T00:00:00.000,2006-11-28T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
362,Q038,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,P,P,No Data,No Data,P,P,WD,P,P,P,P,P,P,P,WD,WD,WD,WD,WD,WD,P,WD,U,P,P,P,No Data,No Data,No Data,P
363,Q050,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,P,U,U,U,U,No Data,No Data,No Data,U,U,U,P,P,P,No Data,No Data,P,P,U,P,P,P,P,P,P,P,P,P,P,P,WD,WD,U,P,U,U,U,U,No Data,No Data,No Data,U
364,Q054,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,P,U,P,P,P,P,WD,P,P,P,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
365,Q095,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,P,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,No Data,No Data,No Data,WD
366,Q134,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,P,WD,P,WD,No Data,No Data,P,WD,P,P,P,WD,P,WD,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
367,Q140,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,P,No Data,No Data,WD,WD,U,WD,P,P,P,WD,WD,P,P,P,WD,U,WD,P,WD,P,WD,P,U,WD,No Data,No Data,No Data,P
368,Q185,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
369,Q194,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,P,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
370,Q217,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,P,WD,P,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
371,Q251,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,U,U,P,U,U,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,U,P,U,U,U,WD,WD,WD,U,U,U,U,U,P,P,P,U,U,U,U,U,No Data,No Data,No Data,U
372,Q494,2006-07-01T00:00:00.000,2006-11-29T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,WD,P,P,P,WD,P,WD,WD,P,P,WD,P,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
373,Q040,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,P,P,U,U,No Data,No Data,U,U,U,P,P,P,U,U,P,U,U,U,U,U,WD,P,P,U,U,U,U,U,No Data,No Data,No Data,U
374,Q046,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
375,Q086,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,U,P,U,U,No Data,No Data,U,P,U,U,P,P,P,WD,WD,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
376,Q131,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
377,Q157,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,P,WD,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
378,Q176,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
379,Q195,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,P,P,P,No Data,No Data,P,WD,P,P,P,P,P,WD,WD,P,P,P,P,WD,WD,WD,P,P,WD,P,P,P,No Data,No Data,No Data,P
380,Q270,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
381,Q690,2006-07-01T00:00:00.000,2006-11-30T00:00:00.000,WD,WD,WD,P,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,WD,P,P,P,P,P,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
382,Q048,2006-07-01T00:00:00.000,2006-12-01T00:00:00.000,U,P,U,P,P,No Data,No Data,No Data,P,U,U,P,U,U,No Data,No Data,U,P,U,P,P,P,U,P,U,U,WD,WD,P,P,WD,P,P,P,P,P,U,U,No Data,No Data,No Data,U
383,Q055,2006-07-01T00:00:00.000,2006-12-01T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
384,Q162,2006-07-01T00:00:00.000,2006-12-01T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
385,Q220,2006-07-01T00:00:00.000,2006-12-01T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
386,Q460,2006-07-01T00:00:00.000,2006-12-01T00:00:00.000,P,WD,U,P,P,No Data,No Data,No Data,P,P,P,U,WD,WD,No Data,No Data,P,U,P,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,P,No Data,No Data,No Data,P
387,K102,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,P,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
388,M052,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,WD,P,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
389,M172,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,U,P,U,U,No Data,No Data,U,P,U,P,P,P,U,P,P,P,U,P,P,U,WD,U,P,P,U,P,P,P,No Data,No Data,No Data,P
390,M218,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,U,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
391,M278,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,WD,WD,P,P,No Data,No Data,No Data,P,P,WD,WD,WD,P,No Data,No Data,P,WD,P,WD,WD,WD,P,WD,WD,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
392,M326,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
393,M328,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,WD,P,WD,WD,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,WD,P,P,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,No Data,No Data,No Data,WD
394,Q082,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,No Data,No Data,No Data,WD
395,Q117,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,WD,P,P,P,P,No Data,No Data,No Data,P,WD,WD,P,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
396,Q136,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,U,P,U,U,P,U,U,U,U,U,P,U,P,U,U,U,P,U,No Data,No Data,No Data,U
397,Q138,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,P,P,No Data,No Data,P,P,P,P,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,No Data,No Data,No Data,P
398,Q144,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,P,P,P,P,WD,WD,WD,P,P,P,WD,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
399,Q163,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,WD,WD,WD,P,No Data,No Data,No Data,WD,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
400,Q164,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,WD,P,U,P,No Data,No Data,No Data,P,P,P,WD,WD,WD,No Data,No Data,WD,P,P,P,P,P,WD,WD,P,P,P,WD,P,WD,WD,P,P,P,P,P,WD,P,No Data,No Data,No Data,P
401,Q231,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,P,WD,P,P,P,WD,P,P,P,P,P,P,WD,WD,P,P,U,P,U,U,No Data,No Data,No Data,U
402,Q268,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,P,WD,P,P,P,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
403,Q425,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,P,P,WD,P,No Data,No Data,P,P,U,U,P,WD,P,WD,U,P,P,P,P,P,WD,P,WD,P,U,P,P,P,No Data,No Data,No Data,P
404,Q435,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,U,P,No Data,No Data,No Data,P
405,Q687,2006-07-01T00:00:00.000,2006-12-04T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,WD,P,P,WD,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,No Data,No Data,No Data,P
406,M054,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,U,P,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,U,P,P,P,P,P,P,P,P,P,U,No Data,No Data,No Data,P
407,M076,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,U,P,P,U,P,No Data,No Data,No Data,P,U,U,WD,P,U,No Data,No Data,U,P,U,U,P,P,P,WD,P,P,P,U,U,U,P,U,WD,U,U,P,U,U,No Data,No Data,No Data,U
408,M087,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,U,U,U,U,No Data,No Data,No Data,U,U,U,P,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,WD,WD,WD,P,U,P,P,U,No Data,No Data,No Data,U
409,M145,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,U,P,P,P,U,No Data,No Data,P,U,U,P,P,P,P,P,P,P,P,P,P,U,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
410,M241,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,WD,P,P,WD,P,No Data,No Data,P,P,P,WD,P,P,P,P,WD,P,WD,P,WD,P,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
411,Q015,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
412,Q029,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,P,WD,P,P,No Data,No Data,No Data,P,WD,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,WD,WD,WD,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
413,Q036,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,P,P,P,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
414,Q037,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,P,P,P,P,No Data,No Data,P,WD,P,P,P,WD,P,P,WD,P,P,P,P,P,WD,WD,P,P,WD,P,P,WD,No Data,No Data,No Data,P
415,Q132,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
416,Q156,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,U,P,P,U,P,No Data,No Data,No Data,P,U,U,P,U,U,No Data,No Data,U,P,U,P,U,U,U,U,P,U,P,P,P,P,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
417,Q200,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,U,U,P,P,P,No Data,No Data,U,P,U,P,P,P,P,P,P,P,P,P,P,U,P,P,WD,P,U,U,U,P,No Data,No Data,No Data,U
418,R007,2006-07-01T00:00:00.000,2006-12-05T00:00:00.000,WD,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,P,WD,P,WD,P,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
419,K187,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
420,M008,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,P,WD,WD,WD,P,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,P,P,P,P,P,P,P,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
421,M044,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,U,U,U,P,P,U,P,P,P,P,WD,P,P,P,U,U,U,U,No Data,No Data,No Data,U
422,M084,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,P,WD,P,WD,WD,No Data,No Data,No Data,WD,P,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,WD,P,No Data,No Data,No Data,P
423,M115,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,P,WD,P,WD,P,No Data,No Data,No Data,P,WD,WD,P,P,P,No Data,No Data,P,P,P,P,WD,P,WD,WD,WD,P,P,WD,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
424,M197,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
425,M200,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,P,P,P,WD,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,P,P,P,WD,P,WD,P,P,P,P,P,WD,P,P,WD,WD,P,No Data,No Data,No Data,P
426,M499,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
427,M685,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,P,WD,WD,No Data,No Data,No Data,WD
428,Q033,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,P,P,WD,P,No Data,No Data,P,P,U,P,P,P,P,P,P,P,P,P,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
429,Q099,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
430,Q121,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
431,R029,2006-07-01T00:00:00.000,2006-12-06T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
432,M036,2006-07-01T00:00:00.000,2006-12-07T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,WD,WD,WD,P,WD,P,P,P,WD,WD,WD,WD,WD,WD,WD,U,P,P,U,No Data,No Data,No Data,P
433,M046,2006-07-01T00:00:00.000,2006-12-07T00:00:00.000,WD,WD,P,WD,P,No Data,No Data,No Data,WD,WD,P,P,WD,WD,No Data,No Data,WD,WD,P,P,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
434,M123,2006-07-01T00:00:00.000,2006-12-07T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
435,M185,2006-07-01T00:00:00.000,2006-12-07T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,No Data,No Data,No Data,WD
